StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Elig1,CSAT,Churn,Drivers_1,Drivers_2,Drivers_3,Drivers_4,Drivers_5,Drivers_6,Drivers_7,Drivers_8,Drivers_9,Drivers_10,Age,Gender,Gender_4_TEXT,Education,Employment,Income,Marital,Spanish_Hispanic_Latino,Race,Household,Zip,QState_Zip
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_9yTcROSOwTQwreC,,,,,,,,,"YumYum,Hungryroot",Somewhat satisfied,Probably will not,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Very dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,45-54 years old,Male,,Bachelor’s degree,Working full-time,"$50,000-$74,999",Married,Yes,"White,Black or African American,Asian",3,44102,OH
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_a66JISfVwBX6f30,,,,,,,,,"YumYum,Blue Apron",Neither satisfied nor dissatisfied,Might or might not,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Very satisfied,Very satisfied,Somewhat satisfied,25-34 years old,Female,,Some high school or less,Working part-time,"$25,000-$49,999",Never been married,No,Asian,1,89169,NV
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_a9s3IvAdgugNqQu,,,,,,,,,"YumYum,Some other brand",Very satisfied,Definitely will not,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,25-34 years old,Female,,Bachelor’s degree,Working part-time,"$100,000-$149,999",Divorced/Separated,No,Black or African American,2,7032,NJ
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_a9tolfmXdQHRg7s,,,,,,,,,"YumYum,HelloFresh",Very satisfied,Definitely will not,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,18-24 years old,Male,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",Student,"$25,000-$49,999",Never been married,No,Black or African American,1,10472,NY
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_aWuFui1qM5bsBYa,,,,,,,,,"YumYum,HelloFresh",Somewhat satisfied,Probably will not,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very dissatisfied,Very satisfied,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,18-24 years old,Male,,Bachelor’s degree,Working full-time,"$100,000-$149,999",Never been married,No,White,1,75052,TX
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_ac4wg6yzrJ5Mgjc,,,,,,,,,YumYum,Neither satisfied nor dissatisfied,Might or might not,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,45-54 years old,Male,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",Working full-time,"$100,000-$149,999",Married,Yes,White,3,2905,RI
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_aeCzBKg6uDN0uOi,,,,,,,,,YumYum,Somewhat satisfied,Definitely will not,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,25-34 years old,Female,,Bachelor’s degree,Unemployed and looking for work,"$100,000-$149,999",Divorced/Separated,No,White,1,60660,IL
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_afalKjXW4NEumzk,,,,,,,,,YumYum,Very dissatisfied,Definitely will,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Very satisfied,Under 18,Male,,Bachelor’s degree,Student,"Less than $25,000",Never been married,No,Native Hawaiian or Other Pacific Islander,4,2302,MA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_b9MNfBuUVcgou7I,,,,,,,,,"YumYum,Blue Apron,Some other brand",Very dissatisfied,Definitely will,Very dissatisfied,Very dissatisfied,Somewhat dissatisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,45-54 years old,Female,,Bachelor’s degree,Working full-time,"$50,000-$74,999",Married,No,Black or African American,3,28056,NC
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_bIolwMgsamGkNo2,,,,,,,,,"YumYum,Some other brand",Very dissatisfied,Definitely will,Very dissatisfied,Very dissatisfied,Very dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,35-44 years old,Male,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",Other,"$150,000 or more ",Living with a partner,No,American Indian or Alaska Native,2,78415,TX
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_beWWi0zNvXJAlmu,,,,,,,,,"YumYum,HelloFresh,Blue Apron",Somewhat satisfied,Probably will not,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,35-44 years old,Female,,Bachelor’s degree,Working full-time,"$25,000-$49,999",Married,Yes,"White,Asian",2,1810,MA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_bfQHmtFrgKzXynA,,,,,,,,,"YumYum,Blue Apron",Very satisfied,Probably will not,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,25-34 years old,Male,,Bachelor’s degree,Student,"$75,000-$99,999",Living with a partner,No,White,2,43302,OH
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_bpEm6T4ZbATg8iG,,,,,,,,,YumYum,Very dissatisfied,Probably will,Very dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,35-44 years old,Male,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",Working full-time,"$100,000-$149,999",Married,No,White,3,32209,FL
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_bxdP6pGXzAfS1X8,,,,,,,,,YumYum,Somewhat satisfied,Might or might not,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Very dissatisfied,25-34 years old,Female,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",A homemaker or stay-at-home parent,"$75,000-$99,999",Married,No,White,2,37172,TN
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_cCjPh6WLv2UJQTs,,,,,,,,,YumYum,Very satisfied,Definitely will not,Very satisfied,Very satisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,55-64 years old,Male,,Bachelor’s degree,Working full-time,"$75,000-$99,999",Never been married,Yes,White,1,60073,IL
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_cLQb05Z7l62t2S2,,,,,,,,,YumYum,Somewhat satisfied,Definitely will not,Somewhat satisfied,Very dissatisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,25-34 years old,Female,,Bachelor’s degree,Working full-time,"$150,000 or more ",Living with a partner,No,White,2,90202,CA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_cMEBXfILTCBThRA,,,,,,,,,"YumYum,Dinnerly,Hungryroot",Neither satisfied nor dissatisfied,Probably will not,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Very dissatisfied,Somewhat satisfied,18-24 years old,Female,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",Working full-time,"$150,000 or more ",Living with a partner,No,White,2,33617,FL
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_cMXYy5gFe6rFYA6,,,,,,,,,"YumYum,HelloFresh,Some other brand",Very dissatisfied,Probably will not,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,35-44 years old,Male,,Bachelor’s degree,Working part-time,"$50,000-$74,999",Married,No,White,4,91767,CA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_cORhmAQJZTSmPB4,,,,,,,,,YumYum,Very dissatisfied,Probably will,Very dissatisfied,Somewhat dissatisfied,Very dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,35-44 years old,Female,,High school diploma or GED,A homemaker or stay-at-home parent,"Less than $25,000",Married,No,White,4,77002,TX
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_cPm0Mozq4gZpah8,,,,,,,,,"YumYum,Hungryroot",Very satisfied,Definitely will not,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat dissatisfied,Very satisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,25-34 years old,Male,,"Some college, but no degree",Working full-time,"$25,000-$49,999",Living with a partner,No,White,1,33410,FL
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_cvTpg0YW5xMnDOS,,,,,,,,,YumYum,Very satisfied,Definitely will not,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,25-34 years old,Male,,Bachelor’s degree,Working full-time,"$50,000-$74,999",Married,No,White,2,33811,FL
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_dcmQwZM82QfOJy6,,,,,,,,,"YumYum,Home Chef",Somewhat satisfied,Might or might not,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,65+ years old,Male,,High school diploma or GED,Retired,"$50,000-$74,999",Widowed,No,Black or African American,1,11553,NY
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_e8Mzxgpef6VkY1U,,,,,,,,,"YumYum,Dinnerly",Very dissatisfied,Definitely will,Very dissatisfied,Very dissatisfied,Somewhat dissatisfied,Very dissatisfied,Somewhat satisfied,Very dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Under 18,Female,,High school diploma or GED,Student,"$25,000-$49,999",Never been married,No,"Asian,Other",1,95301,CA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_e9EtbNPKhmq3L6u,,,,,,,,,"YumYum,Home Chef",Very dissatisfied,Definitely will,Very dissatisfied,Somewhat dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Very dissatisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,Somewhat satisfied,55-64 years old,Male,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",A homemaker or stay-at-home parent,"$50,000-$74,999",Living with a partner,No,White,3,90701,CA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_e9H7N3mQL1uD6gm,,,,,,,,,YumYum,Very satisfied,Probably will not,Very satisfied,Very satisfied,Somewhat dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,45-54 years old,Male,,Bachelor’s degree,A homemaker or stay-at-home parent,"$100,000-$149,999",Divorced/Separated,No,,3,16912,PA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_e9SE9YE5htTwwhE,,,,,,,,,"YumYum,Dinnerly",Neither satisfied nor dissatisfied,Might or might not,Somewhat satisfied,Somewhat satisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,65+ years old,Female,,High school diploma or GED,Retired,"$25,000-$49,999",Widowed,No,White,1,6702,CT
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_eKXv1v8aK0SHRFc,,,,,,,,,"YumYum,Blue Apron",Neither satisfied nor dissatisfied,Probably will not,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,35-44 years old,Male,,"Some college, but no degree",A homemaker or stay-at-home parent,"Less than $25,000",Married,No,"Black or African American,Asian",3,11106,NY
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_eKywZlvUObl2HOK,,,,,,,,,"YumYum,Home Chef",Somewhat dissatisfied,Definitely will,Very dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,35-44 years old,Female,,Bachelor’s degree,Working full-time,"$50,000-$74,999",Married,No,White,4,62901,IL
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_efH3sgyWAbdz3sG,,,,,,,,,YumYum,Somewhat dissatisfied,Probably will,Very satisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Very satisfied,Somewhat satisfied,Somewhat dissatisfied,35-44 years old,Female,,Bachelor’s degree,Working full-time,"$50,000-$74,999",Married,No,White,4,30088,GA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_egkMIyXuo08Ziei,,,,,,,,,"YumYum,HelloFresh",Somewhat satisfied,Probably will not,Very satisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,18-24 years old,Female,,"Some college, but no degree",Working full-time,"$25,000-$49,999",Never been married,No,White,2,46131,IN
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_emIZbMJJXlNt71Q,,,,,,,,,YumYum,Very satisfied,Probably will not,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,45-54 years old,Female,,Bachelor’s degree,Working full-time,"$150,000 or more ",Divorced/Separated,Yes,White,3,98105,WA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_exKQDabGbvwwfGe,,,,,,,,,"YumYum,Some other brand",Neither satisfied nor dissatisfied,Definitely will not,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Somewhat satisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,35-44 years old,Male,,"Some college, but no degree",Other,"Less than $25,000",Divorced/Separated,No,White,1,90033,CA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_eyfA9zQlzYAmIhU,,,,,,,,,YumYum,Very dissatisfied,Definitely will,Very dissatisfied,Very dissatisfied,Somewhat dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat satisfied,55-64 years old,Female,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS)",Unemployed and looking for work,"$25,000-$49,999",Never been married,No,White,1,93616,CA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_6J3nZGYpHhmnuBw,,,,,,,,,"YumYum,Blue Apron",Very dissatisfied,Probably will,Very dissatisfied,Very dissatisfied,Somewhat dissatisfied,Somewhat satisfied,Somewhat satisfied,Very dissatisfied,Very satisfied,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,35-44 years old,Female,,Bachelor’s degree,Unemployed and looking for work,"$75,000-$99,999",Widowed,No,White,1,7093,NJ
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_bPLlJHO2hSr6Dfo,,,,,,,,,"YumYum,Dinnerly",Somewhat satisfied,Definitely will not,Very satisfied,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,25-34 years old,Female,,"Some college, but no degree",Working full-time,"$75,000-$99,999",Living with a partner,No,"White,Black or African American",2,92551,CA
2021-06-15 09:39:36,2021-06-15 09:39:36,Imported,,,,True,2023-11-19 13:14:06,R_eF3pg61MUReYdYW,,,,,,,,,"YumYum,HelloFresh,Some other brand",Very satisfied,Probably will not,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat dissatisfied,Very satisfied,Very dissatisfied,Somewhat dissatisfied,45-54 years old,Male,,Bachelor’s degree,Retired,"$75,000-$99,999",Married,Yes,Asian,3,7083,NJ
